List No,Item No,UPC Code,Manufacturer No,Manufacturer,Category,Category Path 1,Category Path 2,Category Path 3,Product Name,Price(USD),Cost price,Inventory,Shipping,Profit,STOCK TYPE,Date,In Stock,weight(lb),SaleRate,SaleRateNew,Blowout
1171,EN-EC1679U,8.85E+11,TS-EC1679U-SAS-RP-US,QNAP,Enterprise,Component,NAS / DAS / SAN,NAS,QNAP TS-EC1679U-SAS-RP-US Intel Xeon E3-1245 v2 3.4GHz/ 8GB RAM/ 4GbE/ 16SATA3/ USB3.0/ 16-Bay 3U Rackmount NAS for Enterprise,88,66,2,10,12,Recurring,01-Jan-19,L,60.36,0.224719101,0.023809524,83.99999933
3357,SP-X79P-PS,8.85E+11,SP-X79P-PSU,QNAP,Server,Component,Power Supply,Server,QNAP SP-X79P-PSU 350W Power Supply Unit for 8-Bay NAS/NVR ,66,49.5,1,2.5,14,Recurring,01-Jan-19,L,2.87,0.078651685,0.011904762,83.99999933
3415,MB-H310MA,8.90E+11,H310M A,GIGABYTE,Socket 1151,Component,Motherboard,Desktop,GIGABYTE H310M A LGA1151/ Intel H310/ DDR4/ SATA3&USB3.1/ M.2/ A&GbE/ MicroATX Motherboard ,67.14,50.355,1,2.5,14.285,Recurring,01-Jan-19,L,1.58,0.078651685,0.011904762,83.99999933
968,SP-CABTB32,8.85E+11,CAB-TBT320M-40G-LINTES,QNAP,USB Cable,Component,Cable,USB Cable,QNAP CAB-TBT320M-40G-LINTES Thunderbolt 3 Active 40GB/S 2M USB TYPE-C Cable,71.75,53.8125,1,2.5,15.4375,Recurring,01-Jan-19,L,1,0.078651685,0.011904762,83.99999933
974,SP-40G2SFX,8.85E+11,LAN-40G2SF-MLX,QNAP,Wired Network Adapter,Component,Networking,Wired Networking,QNAP Dual-port 40 Gigabit SFP+ Network Expansion Card,75,56.25,1,2.5,16.25,Recurring,01-Jan-19,L,1,0.078651685,0.011904762,83.99999933
2218,PS-SPR650R,8.41E+11,PS-SPR-0650FPCBUS-R,Thermaltake,Desktop,Component,Power Supply,Desktop,Thermaltake Smart Pro RGB PS-SPR-0650FPCBUS-R 650W 80 PLUS Bronze ATX12V 2.4 & EPS12V 2.92 Power Supply w/ Active PFC & Full Modular (Black),76.88,57.66,2,2.5,16.72,Recurring,01-Jan-19,L,4.75,0.224719101,0.023809524,83.99999933
3345,SP-RAM4G3A,,RAM-4GDR3LA0-SO-1866,QNAP,Others,Component,DRAM Memory,Notebook DRAM,QNAP DDR3L-1866 SODIMM 4GB Notebook Memory ,76.88,57.66,1,2.5,16.72,Recurring,01-Jan-19,L,1,0.078651685,0.011904762,83.99999933
441,FTM96N325H,8.41E+11,FTM96N325H,SUPER TALENT,SATA3,Component,Solid State Drive,SATA3,Super Talent TeraNova 960GB 2.5 inch SATA3 Solid State Drive (TLC),81.49,61.1175,1,2.5,17.8725,Recurring,01-Jan-19,L,0.16,0.078651685,0.011904762,83.99999933
87,W16VB8G8M,,W16VB8G8M(SZ),SUPER TALENT,Server DDR3,Component,DRAM Memory,Server DRAM,Super Talent DDR3-1600 8GB/512Mx8 ECC/REG VLP Server Memory,76.88,57.66,1,0,19.22,Recurring,01-Jan-19,L,0.06,0.078651685,0.011904762,83.99999933
2344,CA-26H32A0,,26H03220908A0,Chenbro,USB Cable,Component,Cable,USB Cable,Chenbro 26H03220908A0 USB3.0 upgrade for SR209/105 series,91,68.25,1,2.5,20.25,Recurring,01-Jan-19,L,0.2,0.078651685,0.011904762,83.99999933
16,CT424B16_W,6.50E+11,BLS16G4D240FSC,Crucial,DDR4 (288 Pin) ,Component,DRAM Memory,Desktop DRAM,Crucial Ballistix Sport LT White DDR4-2400 16GB CL16 Memory,91.23,68.4225,1,2.5,20.3075,Recurring,01-Jan-19,L,0.16,0.078651685,0.011904762,83.99999933
4067,CA-M35TIO,,CSE-M35T-1B,Supermicro,Accessory,Hardware & Software,Server & Workstation,Accessory,Supermicro CSE-M35T-1B SATA Mobile Rack (Black),101.48,76.11,1,2.5,22.87,Recurring,01-Jan-19,L,8,0.078651685,0.011904762,83.99999933
1843,PJ-P1387W,8.88E+11,MR.JL911.00A,Acer,Projector,Hardware & Software,Projector & Screen,Projector,Acer P1387W 4500 Lumens Essential DLP 3D Projector,103,77.25,1,2.5,23.25,Recurring,01-Jan-19,L,5.5,0.078651685,0.011904762,83.99999933
4055,CA-SK335T3,8.09E+11,SK33502T3,Chenbro,Accessory,Hardware & Software,Server & Workstation,Accessory,Chenbro SK33502T3 5-bay 3.5 inch HDD Enclosure with 12Gb/s SAS & SATA Backplane,123,92.25,1,2.5,28.25,Recurring,01-Jan-19,L,6.6,0.078651685,0.011904762,83.99999933
2448,CA-TBD5320,6.72E+11,AOC-TBT-DSL5320,Supermicro,Accessory,Component,Motherboard,Accessory,Supermicro AOC-TBT-DSL5320 Thunderbolt 2 Add-on Card,143.5,107.625,1,2.5,33.375,Recurring,01-Jan-19,L,0.4,0.078651685,0.011904762,83.99999933
2646,CA-SR222,,SR2-22,In Win,Accessory,Hardware & Software,Server & Workstation,Accessory,In-Win SR2-22 4U/3U/2U 22 inch Sliding Rails w/ Ball Bearing,147,110.25,1,2.5,34.25,Recurring,01-Jan-19,L,6,0.078651685,0.011904762,83.99999933
170,HX430K2_32,7.41E+11,HX430C15PB3K2/32,Kingston,DDR4 (288 Pin) ,Component,DRAM Memory,Desktop DRAM,Kingston HyperX Predator HX430C15PB3K2/32 DDR4-3000 32GB(2x16GB)/2Gx64 CL15 Memory Kit,194.75,146.0625,1,2.5,46.1875,Recurring,01-Jan-19,L,0.55,0.078651685,0.011904762,83.99999933
4101,CA-AOCAGI4,6.72E+11,AOC-SG-I4,Supermicro,Wired Network Adapter,Component,Networking,Wired Networking,Supermicro AOC-SG-I4 DUAL82576/PCIEX8 LP/4XRJ45 Standard Low-Profile 4-port Gigabit Ethernet LAN Card,226.52,169.89,1,2.5,54.13,Recurring,01-Jan-19,L,0.5,0.078651685,0.011904762,83.99999933
3489,MB-X10SRG,6.72E+11,X10SRG-F-O,Supermicro,LGA 2011,Component,Motherboard,Server,Supermicro X10SRG-F-O LGA2011/ Intel C612/ DDR4/ SATA3&USB3.0/ V&2GbE/ Proprietary Server Motherboard,320.83,240.6225,1,2.5,77.7075,Recurring,01-Jan-19,L,5,0.078651685,0.011904762,83.99999933
3456,MB-EPC612D,,EPC612D8,ASRock Rack,LGA 2011,Component,Motherboard,Server,ASRock Rack EPC612D8 LGA2011-v3/ Intel C612/ DDR4/ SATA3&USB3.0/ V&2GbE/ ATX Server Motherboard,322.88,242.16,1,2.5,78.22,Recurring,01-Jan-19,L,3.5,0.078651685,0.011904762,83.99999933
2124,UPS-APS750,37332121608,APS750,Tripp Lite,UPS Accessory,Component,Power Protection / UPS,UPS Accessory,TrippLite PowerVerter 2-Outlet 750W Inverter/Charger w/ Auto Transfer Switching,326.97,245.2275,1,3.5,78.2425,Recurring,01-Jan-19,L,18.6,0.078651685,0.011904762,83.99999933
3118,XP1600HE32,,XP1600HE30002,Seagate,PCI-E/Mini PCI-E,Component,Solid State Drive,PCI-E/Mini PCI-E,Seagate Nytro 5000 XP1600HE30002 1.6TB PCI-Express NVMe 3.0 x4  Solid State Drive (3D cMLC),326.97,245.2275,1,0,81.7425,Recurring,01-Jan-19,L,0.04,0.078651685,0.011904762,83.99999933
3475,MB-X11SPP,,X11SPM-TPF-O,Supermicro,Others,Component,Motherboard,Server,Supermicro X11SPM-TPF-O LGA3647/ Intel C622/ DDR4/ SATA3&USB3.0/ V&2GbE/ MicroATX Server Motherboard,390.53,292.8975,1,2.5,95.1325,Recurring,01-Jan-19,L,5,0.078651685,0.011904762,83.99999933
3504,SYS-5015TY,,SYS-5018D-FN4T 8600044918,Supermicro,1U,Component,Server,Server Barebone,Supermicro SuperServer SYS-5018D-FN4T 8600044918 Intel Xeon D-1541 200W 1U Rackmount Server Barebone System (Black),1288.43,966.3225,1,3.5,318.6075,Recurring,01-Jan-19,L,15,0.078651685,0.011904762,83.99999933
1173,EN-TVS87E8,8.85E+11,TVS-873E-8G-US,QNAP,SMB,Component,NAS / DAS / SAN,NAS,QNAP TVS-873E-8G-US AMD RX-421BD 2.1GHz/ 8GB DDR4/ 4GbE/ 8SATA3/ USB3.0/ 8-Bay Tower NAS for SMBs,1360.18,1020.135,1,3.5,336.545,Recurring,01-Jan-19,L,14.37,0.078651685,0.011904762,83.99999933
3296,MSI-W65263,8.24E+11,WP65263,MSI,Laptop & Notebook,PC & Laptop,Laptop/Notebook,,MSI WP65 9TH-263 15.6 inch Intel Core i7-9750H 2.6GHz/ 16GB DDR4/ 512GB NVMe SSD/ Quadro P620/ USB3.1/ Windows 10 Pro Ultrabook (Aluminum Black),1362.23,1021.6725,1,2.5,338.0575,Recurring,01-Jan-19,L,6.85,0.078651685,0.011904762,83.99999933
3265,MSI-TRI238,8.24E+11,TRIDENT38238,MSI,Desktop System,PC & Laptop,Desktop System,,MSI Trident 3 8RC-238US Intel Core i7-8700 3.2GHz/ 16GB DDR4/ 512GB SSD/ GTX 1060/ Windows 10 Pro Desktop PC (Black-RGB),1372.48,1029.36,1,3.5,339.62,Recurring,01-Jan-19,L,13.3,0.078651685,0.011904762,83.99999933
1137,SY-227E1RO,,SSG-2027R-E1R24L OPEN BOX,Supermicro,2U,Component,Server,Server Barebone,"Supermicro SuperStorage Server SSG-2027R-E1R24L Dual LGA2011 920W 2U Rackmount Server Barebone System (Black, OPEN BOX)",1664.6,1248.45,1,10,406.15,Recurring,01-Jan-19,L,61,0.078651685,0.011904762,83.99999933
3510,SY-228RC14,6.72E+11,SYS-2028R-C1R4+,Supermicro,2U,Component,Server,Server Barebone,Supermicro SuperServer SYS-2028R-C1R4+ Dual LGA2011 920W 2U Rackmount Server Barebone System (Black),1742.5,1306.875,1,10,425.625,Recurring,01-Jan-19,L,64,0.078651685,0.011904762,83.99999933
1136,SY-627RFTP,6.72E+11,SYS-6027R-72RFTP+,Supermicro,2U,Component,Server,Server Barebone,Supermicro SuperServer SYS-6027R-72RFTP+ Dual LGA2011 920W 2U Rackmount Server Barebone System (Black),1871.65,1403.7375,1,10,457.9125,Recurring,01-Jan-19,L,60,0.078651685,0.011904762,83.99999933
1175,EN-TS1254G,8.85E+11,TS-1253BU-RP-4G-US,QNAP,SMB,Component,NAS / DAS / SAN,NAS,QNAP TS-1253BU-RP-4G-US Intel Apollo Lake J3455 1.5GHz/ 4GB DDR3L/ 4GbE/ 12SATA3/ USB3.0/ 12-Bay 2U Rackmount NAS for SMB,1928.02,1446.015,1,10,472.005,Recurring,01-Jan-19,L,46.3,0.078651685,0.011904762,83.99999933
289,P4510KX08T,7.36E+11,SSDPE2KX080T801,Intel,PCI-E/Mini PCI-E,Component,Solid State Drive,PCI-E/Mini PCI-E,Intel DC P4510 Series SSDPE2KX080T801 8TB 2.5 inch PCI-Express 3.1 x4 Solid State Drive (TLC),1946.48,1459.86,1,2.5,484.12,Recurring,01-Jan-19,L,0.38,0.078651685,0.011904762,83.99999933
2288,PS-S250SU1,,SSP-250SUB,Seasonic,Server,Component,Power Supply,Server,Seasonic SSP-250SUB 250W 80 PLUS Bronze Flex ATX Power Supply w/ Active PFC F0 & Fully Modular,43.05,32.2875,94,2.5,8.2625,Recurring,01-Jan-19,Y,2.3,0.626583792,1.120481928,83.8924731
133,D426R32GH2,,HMA84GR7CJR4N-VK,SK hynix,Server DDR4,Component,DRAM Memory,Server DRAM,SK hynix DDR4-2666 32GB/2Gx4 ECC/REG CL19 Server Memory,167.08,125.31,445,0,41.77,Recurring,01-Jan-19,Y,0.07,0.54705214,5.304878049,83.88505747
3222,AC-A5158GZ,1.91E+11,NX.GS3AA.003; A515-51G-58GZ,Acer,Laptop & Notebook,PC & Laptop,Laptop/Notebook,,Acer Aspire 5 A515-51G-58GZ 15.6 inch Intel Core i5-7200U 2.5GHz/ 8GB DDR4/ 1TB HDD/ USB3.1/ Windows 10 Home Notebook (Black),490.97,368.2275,98,2.5,120.2425,Recurring,01-Jan-19,Y,6.75,0.583008484,1.168674699,83.85567009
892,ST1000VX05,7.64E+11,ST1000VX005,Seagate,SATA,Component,Hard Drive,Desktop HDD,Seagate SkyHawk Surveillance ST1000VX005 1TB SATA 6.0GB/s 64MB Hard Drive (3.5 inch),49.71,37.2825,100,2.5,9.9275,Recurring,01-Jan-19,Y,1.12,0.610898876,1.192771084,83.83838386
1182,MSKW900140,8.85E+11,KW9-00140,Microsoft,Operating System,Component,Software,Operating System,"Microsoft Windows 10 Home Operating System 64-bit English (1-Pack), OEM",105.57,79.1775,434,2.5,23.8925,MAP,01-Jan-19,Y,0.15,0.55232227,5.2,83.46153846
935,TB410XK3AA,7.24E+11,HDTB410XK3AA,Toshiba,External HDD,Component,Hard Drive,External HDD,Toshiba Canvio Basics HDTB410XK3AA A3 CANVIO 1TB USB 3.0 Portable External Hard Drive (Black),95,71.25,451,2.5,21.25,Recurring,01-Jan-19,Y,0.48,0.564837191,5.4125,83.3256351
410,MZ-76P512E,8.87E+11,MZ-76P512E,Samsung,SATA3,Component,Solid State Drive,SATA3,Samsung 860 Pro Series 512GB 2.5 inch SATA3 Solid State Drive (Samsung V-NAND 2bit MLC),154.26,115.695,444,2.5,36.065,Recurring,01-Jan-19,Y,0.2,0.523104565,5.329268293,83.31350114
3026,VC-POWSATA,8.40E+11,CE351,VCOM,Internal PC Power Cable,Component,Cable,Internal PC Power Cable,VCOM CE351 6inch 4Pin Molex Male to SATA  Power Cable,1.54,1.155,408,0,0.385,Recurring,01-Jan-19,Y,0.06,0.545604759,4.901234568,83.24433249
2847,KB-SI863,8.41E+11,DRAGON ABYSS SI-863,AULA,Keyboard,Component,Input & Output Device,Keyboard,AULA DRAGON ABYSS SI-863 LED Backlight Wired USB Gaming Mechanical Keyboard (Black),71.75,53.8125,81,2.5,15.4375,Recurring,01-Jan-19,Y,3.1,0.644472188,0.975903614,83.00000004
3889,CA-H500IW6,8.16E+11,CA-H500W-W1,NZXT,ATX Mid Tower,Component,Case,Computer Case,NZXT H500i No Power Supply ATX Mid Tower w/ Lighting and Fan Control (Matte White),96.35,72.2625,77,3.5,20.5875,Recurring,01-Jan-19,Y,19,0.569093828,0.927710843,83.00000003
2319,PS-SSR8PX1,,SSR-850PX,Seasonic,Desktop,Component,Power Supply,Desktop,Seasonic SSR-850PX FOCUS 850W 80 PLUS Platinum ATX12V Power Supply ,143.5,107.625,77,2.5,33.375,Recurring,01-Jan-19,Y,7.3,0.618707136,0.927710843,83.00000003
1609,YBK-S0808,8.41E+11,YBK-S0808,iMicro,Keyboard,Component,Input & Output Device,Keyboard,iMicro YBK-S0808 MFI Certified 8-PIN APPLE Keyboard for IPHONE and IPAD (White),47.1,35.325,90,2.5,9.275,Recurring,01-Jan-19,Y,0.92,0.596754057,1.084337349,83.00000003
649,LN-81D100E,1.93E+11,81D100EDUS,Lenovo,Laptop & Notebook,PC & Laptop,Laptop/Notebook,,Lenovo IdeaPad 330 81D100EDUS 15.6 inch Intel Pentium Silver N5000 1.1GHz/ 4GB DDR4/ 500GB HDD/ DVD-RW/ USB3.0/ Windows 10 Home Notebook (Platinum Gray),306.47,229.8525,90,2.5,74.1175,Recurring,01-Jan-19,Y,4.85,0.575655431,1.084337349,83.00000003
881,ST4000NM25,7.64E+11,ST4000NM0025,Seagate,SAS,Component,Hard Drive,Enterprise HDD,"Seagate Enterprise Capacity ST4000NM0025 4TB 7200RPM SAS 6.0 GB/s 128MB 512N Enterprise Hard Drive (3.5 inch, Exos 7E8 HDD 512N SAS) ",188.09,141.0675,82,2.5,44.5225,Recurring,01-Jan-19,Y,1.65,0.60770074,0.987951807,83.00000002
2423,CA-SNKP48A,6.72E+11,SNK-P0048AP4,Supermicro,Server,Component,Fan & Heatsink,CPU Fan & Heatsink,Supermicro SNK-P0048AP4 CPU Heatsink For LGA2011,36.39,27.2925,52,2.5,6.5975,Recurring,01-Jan-19,Y,1,0.605661193,0.626506024,83.00000001
2932,MO-MINOSX5,8.72E+11,MINOS X5,Cougar,Mouse,Component,Input & Output Device,Mouse,Cougar MINOS X5 RGB Gaming Mouse w/ 12000 DPI,51.66,38.745,52,2.5,10.415,Recurring,01-Jan-19,Y,0.2,0.614736387,0.626506024,83.00000001
1939,EV-450WBTK,8.43E+11,100-BT-0450-K1,EVGA,Desktop,Component,Power Supply,Desktop,EVGA 450 BT 100-BT-0450-K1 450W 80 PLUS Bronze ATX12V & EPS12V Power Supply,45.1,33.825,87,2.5,8.775,Recurring,01-Jan-19,Y,4,0.660467519,1.048192771,83.00000001
876,ST1000NM45,7.64E+11,ST1000NM0045,Seagate,SAS,Component,Hard Drive,Enterprise HDD,"Seagate Enterprise Capacity ST1000NM0045 1TB 7200RPM SAS 12Gb/s 128MB 512n Enterprise Hard Drive (3.5 inch, Exos 7E8 HDD 512N SAS)",101.48,76.11,61,2.5,22.87,Recurring,01-Jan-19,Y,1.65,0.600294714,0.734939759,83
1965,CA-BGW15,,BGW15,be quiet!,ATX Full Tower,Component,Case,Computer Case,"be quiet! Dark Base PRO 900 BLACK rev.2 Full-Tower ATX Computer Case w/ Window, 3 Silent Wings 3 Fans, RGB LED's (BGW15)",259.33,194.4975,61,10,54.8325,Recurring,01-Jan-19,Y,41.6,0.647080494,0.734939759,83
3314,ST2000VN04,7.64E+11,ST2000VN004,Seagate,SATA,Component,Hard Drive,Enterprise HDD,Seagate IronWolf NAS ST2000VN004 2TB 5900RPM SATA 6.0 GB/s 64MB Hard Drive (3.5 inch),76.88,57.66,66,2.5,16.72,Recurring,01-Jan-19,Y,1.3,0.54102826,0.795180723,82.99999999
1183,MSFQC08970,8.85E+11,FQC-08970,Microsoft,Operating System,Component,Software,Operating System,"Microsoft Windows 10 Professional Operating System 32-bit English (1-Pack), OEM",141.96,106.47,93,2.5,32.99,MAP,01-Jan-19,Y,0.15,0.602271354,1.120481928,82.99999998
2789,IM-KA300,,KA300,Kasda,Wireless Router,Component,Networking,Wireless Networking,Kasda KA300 300Mbps Wireless N Router w/ 2x Internal 3dBi Antennas,25.57,19.1775,58,2.5,3.8925,Recurring,01-Jan-19,Y,1.46,0.487407981,0.698795181,82.99999997
2356,CA-FANB,9.56E+11,FD08025B1M3-4,Masscool,80mm,Component,Fan & Heatsink,Case Fan,MassCool SF-800-3B 80mm 3/4pin Ball Bearing Case Fan,6.15,4.6125,67,0,1.5375,Recurring,01-Jan-19,Y,0.19,0.564816368,0.807228916,82.99999997
354,PX-128M8VG,8.44E+11,PX-128M8VG,Plextor,SATA3,Component,Solid State Drive,SATA3,Plextor M8VG 128GB M.2 2280 SATA3 Solid State Drive (TLC),41.51,31.1325,76,0,10.3775,Recurring,01-Jan-19,Y,0.1,0.567563572,0.915662651,82.99999996
3778,SAM-22E45W,8.87E+11,S22E450BW,Samsung,"21.5""/22"" LCD/LED Monitor",Component,Monitor & Display & TV,LCD Monitor,"Samsung S22E450BW 22 inch Widescreen 1,000:1 5ms VGA/DVI LED LCD Monitor (Black)",152.73,114.5475,85,3.5,34.6825,Recurring,01-Jan-19,Y,12,0.623397224,1.024096386,82.99999996
2001,FAN-BL038,,BL038,be quiet!,92mm,Component,Fan & Heatsink,Case Fan,be quiet! Pure Wings 2 92mm PWM Case Fan,9.74,7.305,72,0,2.435,Recurring,01-Jan-19,Y,0.2,0.61329588,0.86746988,82.99999995
1722,AS-PB278Q,8.86E+11,PB278Q,ASUS,"23""-30"" LCD/LED Monitor",Component,Monitor & Display & TV,LCD/LED Monitor,"Asus PB278Q 27 inch Widescreen 5ms 80000000:1 VGA/DVI/HDMI/DisplayPort LED LCD Monitor, w/ Speakers (Black)",360.8,270.6,63,10,80.2,Recurring,01-Jan-19,Y,25.1,0.633850544,0.759036145,82.99999995
2995,VC611-25GY,8.40E+11,NP611-25-GRAY,VCOM,Ethernet Cable,Component,Cable,Cat5 Cable,VCOM NP611-25-GRAY 25ft Cat6 UTP Molded Patch Cable (Gray),6.66,1.66,2,0,5,Recurring,01-Jan-19,L,0.46,0.303370787,0.024096386,82.99999842
2404,CA-MCP2697,6.72E+11,MCP-260-00097-0N,Supermicro,Accessory,Component,Motherboard,Accessory,Supermicro MCP-260-00097-0N I/O Shield,8.2,3.2,2,2.5,2.5,Recurring,01-Jan-19,L,0.5,0.303370787,0.024096386,82.99999842
4082,CA-MCP2601,,MCP-260-00110-0N,Supermicro,Accessory,Hardware & Software,Server & Workstation,Accessory,Supermicro MCP-260-00110-0N IO Shield For 2U+ Chassis ,8.2,3.2,2,2.5,2.5,Recurring,01-Jan-19,L,1,0.303370787,0.024096386,82.99999842
2606,CA-MBB1,8.45E+11,PP07-MBB,SilverStone,Internal PC Power Cable,Component,Cable,Internal PC Power Cable,Silverstone PP07-MBB ATX 24pin to Motherboard 24pin PSU Cable (Black),12.3,9.225,2,2.5,0.575,Recurring,01-Jan-19,L,1,0.264044944,0.024096386,82.99999842
3838,FAN-A3124,8.37E+11,AF312L-S4C,Apevia,120mm,Component,Fan & Heatsink,Case Fan,Apevia AF312L-S4C 120mm Multicolor LED Case Fan w/ Anti-Vibration Rubber Pads (3-pk),16.4,12.3,2,2.5,1.6,Recurring,01-Jan-19,L,1.05,0.106741573,0.024096386,82.99999842
3840,FAN-312G7,8.37E+11,312L-CGN,Apevia,120mm,Component,Fan & Heatsink,Case Fan,Apevia 312L-CGN 120mm Green LED Case Fan w/ Anti-Vibration Rubber Pads (3-pk),16.4,12.3,2,2.5,1.6,Recurring,01-Jan-19,L,1.05,0.264044944,0.024096386,82.99999842
2045,CA-PUCKRW4,8.16E+11,BA-PUCKR-W1,NZXT,Others,Component,Case,Case Accessory,NZXT Puck BA-PUCKR-W1 Cable Management and Headset-mounting Solution (White),18.45,13.8375,2,2.5,2.1125,Recurring,01-Jan-19,L,0.38,0.303370787,0.024096386,82.99999842
2083,FAN-BG1831,8.54E+11,B-BLASTER 140X38,Bgears,140mm,Component,Fan & Heatsink,Case Fan,Bgears B-BLASTER 12V 140mm x 38 Case Fan,25.37,19.0275,2,2.5,3.8425,Recurring,01-Jan-19,L,0.9,0.303370787,0.024096386,82.99999842
1365,TN-TEGS80G,7.11E+11,TEG-S80G,TRENDnet,Unmanaged Gigabit Switch,Component,Networking,Wired Networking,TRENDnet TEG-S80G 8-Port Gigabit GREENnet Switch,31.78,23.835,2,2.5,5.445,Recurring,01-Jan-19,L,1.8,0.303370787,0.024096386,82.99999842
2575,FAN-R25,8.56E+11,R25,Dynatron,Server,Component,Fan & Heatsink,CPU Fan & Heatsink,Dynatron R25 1U Server CPU Fan for Socket LGA2011,38.95,29.2125,2,2.5,7.2375,Recurring,01-Jan-19,L,1.2,0.303370787,0.024096386,82.99999842
3829,CA-XPGN2,8.37E+11,X-PIONEER-GN,Apevia,ATX Mid Tower,Component,Case,Computer Case,Apevia X-Pioneer No Power Supply ATX Mid Tower (Black/Green),49.2,36.9,2,3.5,8.8,Recurring,01-Jan-19,L,15,0.106741573,0.024096386,82.99999842
2629,CA-IWR208A,8.28E+11,RS208-02SCA-S500,In Win,2U,Component,Server,Server Chassis,In-Win RS208-02SCA-S500 500W 2U Rackmount Server Chassis,76,57,1,10,9,Recurring,01-Jan-19,L,35,0.08988764,0.012048193,82.99999842
2336,CA-1430PSU,8.09E+11,PS-FSC002-7HAG BRACKET,Chenbro,Server,Component,Power Supply,Server,Chenbro PS-FSC002-7HAG BRACKET 200W PSU for RM14300FP2 w/ Bracket,51.25,38.4375,1,3.5,9.3125,Recurring,01-Jan-19,L,15,0.08988764,0.012048193,82.99999842
45,F3466UA4G,8.41E+11,F3466UA4G,SUPER TALENT,DDR4 (288 Pin) ,Component,DRAM Memory,Desktop DRAM,Super Talent DDR4-3466 4GB/512Mx8 CL16 Memory,51.25,38.4375,1,2.5,10.3125,Recurring,01-Jan-19,L,0.12,0.08988764,0.012048193,82.99999842
1289,AS-AC55B1,8.89E+11,USB-AC55 B1,ASUS,Wireless Network Adapter,Component,Networking,Wireless Networking,ASUS USB-AC55 B1 Dual Band 2.4GHz 5GHz USB WiFi Wireless Adapter ,51.25,38.4375,1,2.5,10.3125,Recurring,01-Jan-19,L,1,0.08988764,0.012048193,82.99999842
432,FTR064MU1M,8.41E+11,FTR064MU1M,SUPER TALENT,SATA3,Component,Solid State Drive,SATA3,Super Talent DuraDrive KX4 64GB 1.8 inch uSATA3 Solid State Drive (MLC),60.47,45.3525,1,2.5,12.6175,Recurring,01-Jan-19,L,0.4,0.08988764,0.012048193,82.99999842
3067,D318GS8GCT,6.50E+11,CT102464BF186D,Crucial,Others,Component,DRAM Memory,Notebook DRAM,Crucial DDR3-1866 SODIMM 8GB/1Gx64 CL13 Notebook Memory,60.47,45.3525,1,0,15.1175,Recurring,01-Jan-19,L,0.04,0.08988764,0.012048193,82.99999842
3059,CT426DR8G8,6.50E+11,CT8G4RFD8266,Crucial,Server DDR4,Component,DRAM Memory,Server DRAM,Crucial DDR4-2666 8GB/1Gx72 ECC/REG CL19 Server Memory,70.73,53.0475,1,0,17.6825,Recurring,01-Jan-19,L,0.04,0.08988764,0.012048193,82.99999842
